"Location","lon","lat","geoAddress"
" 12746 West Jefferson Blvd Suite #1100 Playa Vista, CA 90094 United States ","-118.4175837","33.9771392","12746 w jefferson blvd, playa vista, ca 90094, usa"
" 1001 Galleria Blvd. Roseville, CA 95678 United States ","-121.2672557","38.7673926","1001 galleria blvd, roseville, ca 95678, usa"
" 1050 S. Gayley Ave Los Angeles, CA 90024 United States ","-118.4469309","34.0611873","1050 gayley ave, los angeles, ca 90024, usa"
" Whole Foods Market Coddingtown 390 Coddingtown Mall Santa Rosa, CA 95401 United States ","-122.7313879","38.4578846","390 coddingtown mall, santa rosa, ca 95401, usa"
" 2201 Wilshire Blvd Santa Monica, CA 90403 United States ","-118.4813867","34.0333002","2201 wilshire blvd, santa monica, ca 90403, usa"
" 1333 Newell Ave Walnut Creek, CA 94596 United States ","-122.0552461","37.892668","1333 newell ave, walnut creek, ca 94596, usa"
" 3502 Mt. Diablo Blvd. Lafayette, CA 94549 United States ","-122.117205","37.8933586","3502 mt diablo blvd, lafayette, ca 94549, usa"
" 2732 Augustine Drive Suite 1600 Santa Clara, CA 95054 United States ","-121.9761941","37.3808426","2732 augustine dr #1600, santa clara, ca 95054, usa"
" 1425 Montana Ave. Santa Monica, CA 90403 United States ","-118.4947929","34.0329471","1425 montana ave, santa monica, ca 90403, usa"
" 731 East Blithedale Mill Valley, CA 94941 United States ","-122.526048","37.9025872","731 e blithedale ave, mill valley, ca 94941, usa"
" 5200 Dublin Blvd. Dublin, CA 94568 United States ","-121.8897911","37.7057284","5200 dublin blvd, dublin, ca 94568, usa"
" 4520 N. Sepulveda Blvd Sherman Oaks, CA 91403 United States ","-118.4788692","34.1256298","4520 n sepulveda blvd, los angeles, ca 90049, usa"
" 12905 Riverside Drive Sherman Oaks, CA 91423 United States ","-118.4142109","34.1579165","12905 riverside dr, sherman oaks, ca 91423, usa"
" 225 Lincoln Blvd. Venice, CA 90291 United States ","-118.4698813","34.0011613","225 lincoln blvd, venice, ca 90291, usa"
" 415 Newport Center Drive Newport Beach, CA 92660 United States ","-117.8737656","33.61659","415 newport center dr, newport beach, ca 92660, usa"
" 800 Del Monte Center Monterey, CA 93940 United States ","-121.9003622","36.5834225","800 del monte center, monterey, ca 93940, usa"
" 24130 Valencia Blvd Santa Clarita, CA 91355 United States ","-118.5558802","34.4126364","24130 valencia blvd, santa clarita, ca 91355, usa"
" 4800 El Camino Real Los Altos, CA 94022 United States ","-122.1106483","37.3989341","4800 el camino real, los altos, ca 94022, usa"
" 450 Rhode Island St San Francisco, CA 94107 United States ","-122.4032778","37.7644788","450 rhode island st, san francisco, ca 94107, usa"
" Whole Foods Market Novato 790 De Long Avenue Novato, CA 94945-7005 United States ","-122.5656433","38.1059406","790 de long ave, novato, ca 94945, usa"
" 331 North Glendale Ave Glendale, CA 91206 United States ","-118.2459665","34.1510829","331 n glendale ave, glendale, ca 91206, usa"
" 3000 Telegraph Ave Berkeley, CA 94705 United States ","-122.2604434","37.855655","3000 telegraph ave, berkeley, ca 94705, usa"
" Whole Foods Market Cupertino 20955 Stevens Creek Blvd Cupertino, CA 95014 United States ","-122.0396177","37.3235879","20955 stevens creek blvd, cupertino, ca 95014, usa"
" 230 Bay Place Oakland, CA 94612 United States ","-122.2609981","37.8127687","230 bay pl, oakland, ca 94612, usa"
" 2121 Cloverfield Blvd Santa Monica, CA 90404 United States ","-118.4655725","34.0221303","2121 cloverfield blvd, santa monica, ca 90404, usa"
" Whole Foods Market 774 Emerson Street Palo Alto, CA 94301 United States ","-122.1596147","37.4424053","774 emerson st, palo alto, ca 94301, usa"
" Whole Foods Market Campbell 1690 South Bascom Ave Campbell, CA 95008 United States ","-121.9303789","37.2932205","1690 s bascom ave, campbell, ca 95008, usa"
" Whole Foods Market 788 S. Grand Avenue Los Angeles, CA 90017 United States ","-118.2575671","34.0459443","788 s grand ave, los angeles, ca 90017, usa"
" 283 Broadway St. Laguna Beach, CA 92651 United States ","-117.7838368","33.5438792","283 broadway st, laguna beach, ca 92651, usa"
" 2520 Glendale Blvd Los Angeles, CA 90039 United States ","-118.2583715","34.1030485","2520 glendale blvd, los angeles, ca 90039, usa"
" 1710 41st Avenue Capitola, CA 95010 United States ","-121.9635747","36.9743246","1710 41st ave, capitola, ca 95010, usa"
" 1250 Jefferson Ave Redwood City, CA 94062 United States ","-122.2316198","37.4822223","1250 jefferson ave, redwood city, ca 94062, usa"
" 7881 Edinger Ave Suite 150 Huntington Beach, CA 92647 United States ","-117.9905196","33.7312057","7881 edinger ave #150, huntington beach, ca 92647, usa"
" 1531 Froom Ranch Way San Luis Obispo, CA 93405 United States ","-120.6871188","35.250754","1531 froom ranch way, san luis obispo, ca 93405, usa"
" 911 Soquel Ave Santa Cruz, CA 95062 United States ","-122.014572","36.978945","911 soquel ave, santa cruz, ca 95062, usa"
" Whole Foods Market Hillcrest 711 University Ave San Diego, CA 92103 United States ","-117.1580005","32.747879","711 university ave, san diego, ca 92103, usa"
" 239 North Crescent Dr Beverly Hills, CA 90210 United States ","-118.398384","34.0693206","239 n crescent dr, beverly hills, ca 90210, usa"
" 405 North Pacific Coast Hwy Redondo Beach, CA 90277 United States ","-118.3895084","33.8473733","405 n pacific coast hwy, redondo beach, ca 90277, usa"
" 399 4th Street San Francisco, CA 94107 United States ","-122.3997825","37.7812623","399 4th st, san francisco, ca 94107, usa"
" Whole Foods Market 621 E. Washington St Petaluma, CA 94952 United States ","-122.6345586","38.2412795","621 e washington st, petaluma, ca 94952, usa"
" Whole Foods Market West Hollywood 7871 Santa Monica Blvd West Hollywood, CA 90046 United States ","-118.3608731","34.0915268","7871 santa monica blvd, west hollywood, ca 90046, usa"
" 2085 Diamond Blvd. Concord, CA 94520 United States ","-122.0588396","37.9741478","2085 diamond blvd, concord, ca 94520, usa"
" 1765 California St San Francisco, CA 94109 United States ","-122.4231006","37.7899512","1765 california st, san francisco, ca 94109, usa"
" 740 North Moorpark Rd Thousand Oaks, CA 91360 United States ","-118.8733339","34.187726","740 n moorpark rd, thousand oaks, ca 91360, usa"
" 690 Stanyan Street San Francisco, CA 94117-3305 United States ","-122.4528278","37.769638","690 stanyan st, san francisco, ca 94117, usa"
" 3881 Lakewood Blvd. Suite A Long Beach, CA 90808 United States ","-118.1443602","33.8297557","3881 n lakewood blvd suite a, long beach, ca 90846, usa"
" Whole Foods Market Arroyo 465 South Arroyo Parkway Pasadena, CA 91105 United States ","-118.1478342","34.1378234","465 s arroyo pkwy, pasadena, ca 91105, usa"
" 3301 Imperial Hwy. corner Valencia Avenue Brea, CA 92823 United States ","-117.8515073","33.9101372","3301 e imperial hwy, brea, ca 92823, usa"
" 2153 W. Baseline Rd. Upland, CA 91784 United States ","-117.6925009","34.1229416","2153 w base line rd, upland, ca 91786, usa"
" 3761 State Street Santa Barbara, CA 93105 United States ","-119.745409","34.4393044","3761 state st, santa barbara, ca 93110, usa"
" 1150 Ocean Ave San Francisco, CA 94112 United States ","-122.4545528","37.7237983","1150 ocean ave, san francisco, ca 94112, usa"
" 414 Miller Ave Mill Valley, CA 94941 United States ","-122.5363018","37.8960009","414 miller ave, mill valley, ca 94941, usa"
" 18700 Ventura Blvd Tarzana, CA 91356 United States ","-118.5410493","34.1703355","18700 ventura blvd, tarzana, ca 91356, usa"
" 270 Palladio Parkway Folsom, CA 95630 United States ","-121.1181412","38.6488674","270 palladio pkwy, folsom, ca 95630, usa"
" 2847 Park Avenue Tustin, CA 92782 United States ","-117.8255884","33.6963604","2847 park ave, tustin, ca 92782, usa"
" 777 The Alameda San Jose, CA 95126 United States ","-121.9049074","37.3321237","777 the alameda, san jose, ca 95126, usa"
" 2655 Pacific Coast Hwy Torrance, CA 90505 United States ","-118.3309445","33.7925761","2655 pacific coast hwy, torrance, ca 90505, usa"
" 21347 Ventura Blvd Woodland Hills, CA 91364 United States ","-118.5969671","34.1681631","21347 ventura blvd, woodland hills, ca 91364, usa"
" 2941 Ygnacio Valley Rd. Walnut Creek, CA 94598 United States ","-122.0168814","37.9256149","2941 ygnacio valley rd, walnut creek, ca 94598, usa"
" 4315 Arden Way Sacramento, CA 95864 United States ","-121.3636335","38.5966382","4315 arden way, sacramento, ca 95864, usa"
" Whole Foods Market Pasadena 3751 E. Foothill Blvd. Pasadena, CA 91107 United States ","-118.0726535","34.1512392","3751 e foothill blvd, pasadena, ca 91107, usa"
" 8525 Irvine Center Drive Irvine, CA 92618 United States ","-117.7443927","33.6463008","8525 irvine center dr, irvine, ca 92618, usa"
" Whole Foods Market 6350 West 3rd Street Los Angeles, CA 90036 United States ","-118.3607133","34.0703081","6350 w 3rd st, los angeles, ca 90036, usa"
" 1025 Gilman Street Berkeley, CA 94710 United States ","-122.2978181","37.8807242","1025 gilman st, berkeley, ca 94710, usa"
" 760 South Sepulveda Blvd. El Segundo, CA 90245 United States ","-118.3962537","33.9314309","760 s sepulveda blvd, el segundo, ca 90245, usa"
" Whole Foods Market SouthGlenn 6853 South York Street Suite 119 Centennial, CO 80122 United States ","-104.9620672","39.5918115","6853 s york st #119, centennial, co 80122, usa"
" Whole Foods Market Highlands Ranch 9366 S. Colorado Blvd. Highlands Ranch, CO 80126 United States ","-104.9426186","39.545377","9366 s colorado blvd ste b, highlands ranch, co 80126, usa"
" 5155 S. Wadsworth Blvd. Littleton, CO 80123-2217 United States ","-105.0921849","39.623031","5155 s wadsworth blvd, littleton, co 80123, usa"
" 2201 S College Ave Fort Collins, CO 80525 United States ","-105.0785748","40.5591025","2201 s college ave, fort collins, co 80525, usa"
" 444 S.Wadsworth Blvd Lakewood, CO 80226 United States ","-105.0807669","39.7086541","444 s wadsworth blvd, lakewood, co 80226, usa"
" 870 S. Colorado Blvd. Glendale, CO 80246 United States ","-104.9397067","39.7005315","870 s colorado blvd, glendale, co 80246, usa"
" 7635 North Academy Blvd Colorado Springs, CO 80920-3207 United States ","-104.7974944","38.942002","7635 n academy blvd, colorado springs, co 80920, usa"
" 340 Reed Street Basalt, CO 81621 United States ","-107.0826428","39.3869354","340 reed st, basalt, co 81621, usa"
" Whole Foods Market Frisco 261 Lusher Court Frisco, CO 80443 United States ","-106.1003496","39.5887456","261 lusher ct, frisco, co 80443, usa"
" 1701 Wewatta Street Denver, CO 80202 United States ","-105.0012328","39.7547061","1701 wewatta st, denver, co 80202, usa"
" 1250 South Hover Road Suite 300 Longmont, CO 80501 United States ","-105.1285584","40.1466325","1250 s hover rd ste 300, longmont, co 80501, usa"
" 14357 W. Colfax Ave. Golden, CO 80401 United States ","-105.1613816","39.7364719","14357 w colfax ave, golden, co 80401, usa"
" 4451 Main St. Westminster, CO 80031 United States ","-105.0446913","39.913434","4451 main st, westminster, co 80031, usa"
" Ideal Market 1275 Alpine Ave. Boulder, CO 80304 United States ","-105.2808473","40.0259879","1275 alpine ave, boulder, co 80304, usa"
" Whole Foods Market Tamarac 7400 E. Hampden Ave Denver, CO 80231 United States ","-104.901631","39.6523942","7400 e hampden ave unit d, denver, co 80231, usa"
" 2375 E. 1st Ave Denver, CO 80206 United States ","-104.9576861","39.7185829","2375 e 1st ave, denver, co 80206, usa"
" 1111 S. Washington Street Denver, CO 80210 United States ","-104.9798666","39.696046","1111 s washington st, denver, co 80210, usa"
" Whole Foods Market 303 Marshall Rd. Superior, CO 80027 United States ","-105.1679476","39.9565313","303 marshall rd, superior, co 80027, usa"
" 2905 Pearl St Boulder, CO 80301 United States ","-105.2559579","40.023927","2905 pearl st, boulder, co 80301, usa"
" 90 E. Putnam Ave. Greenwich, CT 06830 United States ","-73.6238635","41.0331186","90 e putnam ave, greenwich, ct 06830, usa"
" 340 N. Main St. West Hartford, CT 06117 United States ","-72.7454126","41.7846872","340 n main st, west hartford, ct 06117, usa"
" 150 Ledge Road Darien, CT 06820 United States ","-73.4761173","41.0732798","150 ledge rd, darien, ct 06820, usa"
" 50 Raymond Rd West Hartford, CT 06107 United States ","-72.738994","41.7608586","50 raymond rd, west hartford, ct 06107, usa"
" 399 Post Road West Westport, CT 06880 United States ","-73.3801367","41.1280605","399 post rd w, westport, ct 06880, usa"
" 55 Welles Street Glastonbury, CT 06033 United States ","-72.6078172","41.7148499","55 welles st, glastonbury, ct 06033, usa"
" 350 Grasmere Avenue Fairfield, CT 06824 United States ","-73.2401552","41.1583602","350 grasmere ave, fairfield, ct 06824, usa"
" 5C Sugar Hollow Road Danbury, CT 06810 United States ","-73.4755249","41.377727","5c sugar hollow rd, danbury, ct 06810, usa"
" 1686 Boston Post Road Milford, CT 06460 United States ","-73.0253079","41.2482781","1686 boston post rd, milford, ct 06460, usa"
" 4530 40th St NW Tenley Circle Washington, DC 20016 United States ","-77.0792007","38.9490789","4530 40th st nw tenley circle, washington, dc 20016, united states"
" 600 H Street, NE Washington, DC 20002 United States ","-76.9976267","38.9005142","600 h st ne, washington, dc 20002, usa"
" 101 H St. SE Washington, DC 20003 United States ","-77.005121","38.8802819","101 h st se, washington, dc 20003, usa"
" 1440 P Street NW Washington, DC 20005 United States ","-77.0335078","38.9092854","1440 p st nw, washington, dc 20005, usa"
" 2201 I Street NW Washington, DC 20037 United States ","-77.0490824","38.9010776","2201 i st nw, washington, dc 20037, usa"
" 8003 Turkey Lake Road Orlando, FL 32819 United States ","-81.4765573","28.449094","8003 turkey lake rd, orlando, fl 32819, usa"
" 10601 San Jose Blvd Jacksonville, FL 32257 United States ","-81.6265237","30.1843764","10601 san jose blvd, jacksonville, fl 32257, usa"
" 1400 Glades Rd Boca Raton, FL 33431 United States ","-80.1148542","26.365754","1400 glades rd, boca raton, fl 33431, usa"
" 3802 Northdale Blvd. Tampa, FL 33624-1833 United States ","-82.5042071","28.093028","3802 northdale blvd, tampa, fl 33624, usa"
" 305 East Altamonte Drive Suite 1000 Altamonte Springs, FL 32701 United States ","-81.3814416","28.6642475","305 e altamonte dr suite 1000, altamonte springs, fl 32701, usa"
" 9101 Strada Place Naples, FL 34108 United States ","-81.79995","26.2545901","9101 strada pl, naples, fl 34108, usa"
" 2000 N Federal Hwy Fort Lauderdale, FL 33305 United States ","-80.117752","26.153533","2000 n federal hwy, fort lauderdale, fl 33305, usa"
" 21105 Biscayne Blvd Aventura, FL 33180 United States ","-80.1406777","25.9712665","21105 biscayne blvd, aventura, fl 33180, usa"
" 6891 Daniels Pkwy Suite 100 Fort Myers, FL 33966 United States ","-81.8410067","26.5478748","6891 daniels pkwy #100, fort myers, fl 33966, usa"
" 810 University Drive Coral Springs, FL 33071 United States ","-80.2568353","26.2425768","810 n university dr, pompano beach, fl 33071, usa"
" 1817 Thomasville Road Tallahassee, FL 32303 United States ","-84.2703881","30.4638233","1817 thomasville rd, tallahassee, fl 32303, usa"
" 2635 State Road 7 Wellington, FL 33414-9372 United States ","-80.2061986","26.641296","2635 fl-7, wellington, fl 33414, usa"
" Whole Foods Market 11701 Lake Victoria Gardens Ave Palm Beach Gardens, FL 33410 United States ","-80.09429","26.848275","11701 lake victoria gardens ave, palm beach gardens, fl 33410, usa"
" 1030 N. Orlando Ave Winter Park, FL 32789 United States ","-81.3594246","28.6362673","1030 north orlando avenue, maitland, fl 32751, usa"
" Whole Foods Market 1845 Palm Beach Lakes Boulevard West Palm Beach, FL 33401 United States ","-80.0892848","26.7206634","1845 palm beach lakes blvd, west palm beach, fl 33401, usa"
" 1548 North Dale Mabry Highway. Tampa, FL 33607 United States ","-82.5084048","27.9566643","1548 n dale mabry hwy, tampa, fl 33607, usa"
" 1020 Alton Road Miami Beach, FL 33139 United States ","-80.1413755","25.7810931","1020 alton rd, miami beach, fl 33139, usa"
" 7930 SW 104 Street Miami, FL 33156 United States ","-80.3234867","25.6732792","7930 sw 104th st, miami, fl 33156, usa"
" 5298 University Parkway Sarasota, FL 34243 United States ","-82.4644462","27.3868842","5298 university pkwy, sarasota, fl 34243, usa"
" 27001 US 19 North Westfield Countryside Mall Clearwater, FL 33761 United States ","-82.7333449","28.0173914","27001 us hwy 19 n ste 1039, clearwater, fl 33761, usa"
" 12150 Biscayne Blvd North Miami, FL 33181 United States ","-80.165447","25.8881039","12150 biscayne blvd, north miami, fl 33181, usa"
" 2411 N Federal Highway Pompano Beach, FL 33062 United States ","-80.1012923","26.261326","2411 n federal hwy, pompano beach, fl 33064, usa"
" 299 SE 3rd St. Miami, FL 33131 United States ","-80.189164","25.7721164","299 se 3rd st, miami, fl 33131, usa"
" 14956 Pines Blvd Pembroke Pines, FL 33027 United States ","-80.349682","26.0063579","14956 pines blvd, pembroke pines, fl 33027, usa"
" 3490 SW Archer Rd Gainesville, FL 32608 United States ","-82.3762083","29.6257203","3490 sw archer rd, gainesville, fl 32608, usa"
" 4402 Legendary Drive Destin, FL 32541 United States ","-86.4202335","30.3902387","4402 legendary dr, destin, fl 32541, usa"
" 1451 1st Street Sarasota, FL 34236 United States ","-82.5409834","27.3377195","1451 1st st, sarasota, fl 34236, usa"
" 1903 S. University Drive Town and Country Shoppes Plaza Davie, FL 33324 United States ","-80.2519087","26.0965814","1903 s university dr, davie, fl 33324, usa"
" 6701 Red Road Coral Gables, FL 33143 United States ","-80.2852945","25.7064616","6701 red rd, coral gables, fl 33146, usa"
" 5930 Roswell Rd Atlanta, GA 30328 United States ","-84.3797763","33.9177907","5930 roswell rd, atlanta, ga 30328, usa"
" 1300 Ernest Barrett Parkway Kennesaw, GA 30144 United States ","-84.5901231","33.9982204","1300 ernest w barrett pkwy nw, kennesaw, ga 30144, usa"
" 5001 Peachtree Boulevard Chamblee, GA 30341 United States ","-84.3149475","33.8851999","5001 peachtree blvd, chamblee, ga 30341, usa"
" 3535 Northside Parkway Atlanta, GA 30327 United States ","-84.4290477","33.8505701","3535 northside pkwy nw, atlanta, ga 30327, usa"
" 650 Ponce de Leon Ave NE Atlanta, GA 30308 United States ","-84.3662522","33.775607","650 ponce de leon ave ne, atlanta, ga 30308, usa"
" 22 14th Street NW Atlanta, GA 30309 United States ","-84.3885287","33.7861529","22 14th st nw, atlanta, ga 30309, usa"
" 1815 E. Victory Drive Suite 101 Savannah, GA 31404 United States ","-81.0716309","32.0431816","1815 e victory dr #101, savannah, ga 31404, usa"
" 1555 Church St. Decatur, GA 30030 United States ","-84.2842493","33.7926118","1555 church st, decatur, ga 30030, usa"
" 2800 Old Milton Pkwy Alpharetta, GA 30009 United States ","-84.2784091","34.0694669","2800 old milton pkwy, alpharetta, ga 30004, usa"
" 5945 State Bridge Rd Johns Creek, GA 30097 United States ","-84.1834932","34.0130374","5945 state bridge rd, duluth, ga 30097, usa"
" 77 West Paces Ferry Rd NW Atlanta, GA 30305 United States ","-84.3813921","33.8408965","77 west paces ferry rd nw, atlanta, ga 30305, usa"
" 1311 Johnson Ferry Road NE Suite 580 Marietta, GA 30068 United States ","-84.4278519","33.9809639","1311 johnson ferry rd #580, marietta, ga 30068, usa"
" Whole Foods Market 4211 Wai'alae Avenue Honolulu, HI 96816 United States ","-157.7863744","21.2770925","4211 wai'alae ave ste 2000, honolulu, hi 96816, usa"
" 629 Kailua Road, Suite 100 Kailua, HI 96734 United States ","-157.7426696","21.3937858","629 kailua rd #100, kailua, hi 96734, usa"
" Whole Foods Market Maui 70 East Kaahumanu Avenue #B Kahului, HI 96732 United States ","-156.4644161","20.8916141","70 e kaahumanu ave, kahului, hi 96732, usa"
" 388 Kamakee Street Suite 100 Honolulu, HI 96814 United States ","-157.8522843","21.2943957","388 kamakee st #100, honolulu, hi 96814, usa"
" 401 S. Broadway Avenue Boise, ID 83702 United States ","-116.1946675","43.6078975","401 broadway ave, boise, id 83702, usa"
" 840 Willow Road Northbrook, IL 60062 United States ","-87.8007269","42.1065063","840 willow rd, northbrook, il 60062, usa"
" 3201 N. Ashland Avenue Chicago, IL 60657 United States ","-87.668204","41.9399847","3201 n ashland ave, chicago, il 60657, usa"
" 1101 S. Canal St Chicago, IL 60607 United States ","-87.6388767","41.8675233","1101 s canal st, chicago, il 60607, usa"
" 6009 North Broadway Chicago, IL 60660 United States ","-87.6598109","41.9911446","6009 n broadway, chicago, il 60660, usa"
" 215 S. IL Rte 83 Elmhurst, IL 60126 United States ","-87.9604952","41.8939983","215 il-83, elmhurst, il 60126, usa"
" 15260 S. LaGrange Road Orland Park, IL 60462 United States ","-87.8550522","41.6126573","15260 south la grange road, orland park, il 60462, usa"
" 3640 N Halsted St Chicago, IL 60613 United States ","-87.6499215","41.9485137","3640 n halsted st, chicago, il 60613, usa"
" 9600 S. Western Ave Evergreen Park, IL 60805 United States ","-87.6820202","41.7182212","9600 s western ave, evergreen park, il 60805, usa"
" 5118 S. Lake Park Ave Chicago, IL 60615 United States ","-87.5880092","41.8019189","5118 s lake park ave, chicago, il 60615, usa"
" 30 West Huron St Chicago, IL 60654 United States ","-87.6292756","41.894997","30 w huron st, chicago, il 60654, usa"
" 2748 Green Bay Road Evanston, IL 60201 United States ","-87.7022461","42.0678534","2748 green bay rd, evanston, il 60201, usa"
" 20281 N Rand Road Kildeer, IL 60074 United States ","-88.0440265","42.1595608","20281 n rand rd, kildeer, il 60074, usa"
" Whole Foods Market Naperville 2607 W. 75th Street Naperville, IL 60540 United States ","-88.1997473","41.7489072","2607 w 75th st, naperville, il 60540, usa"
" 851 N. Milwaukee Avenue Vernon Hills, IL 60061 United States ","-87.9437432","42.241144","851 n milwaukee ave, vernon hills, il 60061, usa"
" 832 W 63rd Street Chicago, IL 60621 United States ","-87.6464745","41.7806896","832 w 63rd st, chicago, il 60621, usa"
" 6020 N Cicero Ave Chicago, IL 60646 United States ","-87.7486983","41.9904778","6020 n cicero ave, chicago, il 60646, usa"
" 7245 Lake St River Forest, IL 60305 United States ","-87.8062641","41.887377","7245 lake st, river forest, il 60305, usa"
" 6300 S. Robert Kingery Highway Willowbrook, IL 60527 United States ","-87.949397","41.772961","6300 s robert, kingery hwy, willowbrook, il 60527, united states"
" 760 Waukegan Rd Deerfield, IL 60015 United States ","-87.8480691","42.1663238","760 waukegan rd, deerfield, il 60015, usa"
" 500 E. Ogden Ave. Hinsdale, IL 60521 United States ","-87.9170854","41.8175049","500 e ogden ave, hinsdale, il 60521, usa"
" 1640 Chicago Ave Evanston, IL 60201 United States ","-87.6795313","42.0475377","1640 chicago ave, evanston, il 60201, usa"
" 1550 N. Kingsbury Street Chicago, IL 60642 United States ","-87.6526427","41.9086808","1550 n kingsbury st, chicago, il 60642, usa"
" 225 W. Touhy Ave Park Ridge, IL 60068 United States ","-87.8249633","42.0110155","225 w touhy ave, park ridge, il 60068, usa"
" 255 E. Grand Ave Chicago, IL 60611 United States ","-87.6207205","41.8915948","255 e grand ave, chicago, il 60611, usa"
" 89 Danada Square East Wheaton, IL 60189 United States ","-88.1014475","41.8303931","89 danada square east, wheaton, il 60189, usa"
" 959 West Fullerton Avenue Chicago, IL 60614 United States ","-87.6533791","41.9252019","959 w fullerton ave, chicago, il 60614, usa"
" 1 N. Halsted Street Chicago, IL 60661 United States ","-87.6469767","41.8821688","1 n halsted st, chicago, il 60661, usa"
" 750 N. Martingale Rd. Schaumburg, IL 60173 United States ","-88.0367672","42.0424301","750 n martingale rd, schaumburg, il 60173, usa"
" 1300 E. 86th St. Indianapolis, IN 46240 United States ","-86.1389646","39.9145498","1300 e 86th st, indianapolis, in 46240, usa"
" 14598 Clay Terrace Blvd. Carmel, IN 46032 United States ","-86.1312218","39.999211","14598 clay terrace blvd, carmel, in 46032, usa"
" 4230 Grape Road Mishawaka, IN 46545-1007 United States ","-86.1855858","41.6990055","4230 grape rd, mishawaka, in 46545, usa"
" 320 E. Market St. Indianapolis, IN 46204 United States ","-86.1516584","39.7684349","320 e market st, indianapolis, in 46204, usa"
" 199 US HWY 41 Schererville, IN 46375 United States ","-87.414345","39.4642823","199 s us hwy 41, terre haute, in 47807, usa"
" 4100 University Ave Suite #260 West Des Moines, IA 50266 United States ","-93.759709","41.5985218","4100 university ave, west des moines, ia 50266, usa"
" 6621 West 119th Street Overland Park, KS 66209-2020 United States ","-94.6620691","38.911542","6621 w 119th st, overland park, ks 66209, usa"
" 1423 N. Webb Rd. Suite 101 Wichita, KS 67206 United States ","-97.228039","37.7091852","1423 n webb rd #101, wichita, ks 67206, usa"
" 14615 W. 119th Street Olathe, KS 66062 United States ","-94.7563777","38.9114088","14615 w 119th st, olathe, ks 66062, usa"
" Whole Foods Market Louisville 4944 Shelbyville Road Louisville, KY 40207 United States ","-85.6259816","38.248632","4944 shelbyville rd, louisville, ky 40207, usa"
" 4059 Finn Way Lexington, KY 40517 United States ","-84.5286723","37.9776328","4059, 4059 finn way, lexington, ky 40517, usa"
" 300 N Broad St Suite 103 New Orleans, LA 70119 United States ","-90.0848478","29.9671931","300 n broad st #103, new orleans, la 70119, usa"
" 4247 Ambassador Caffery Parkway Lafayette, LA 70508 United States ","-92.0517389","30.1610967","4247 ambassador caffery pkwy, lafayette, la 70508, usa"
" 3420 Veterans Memorial Blvd Metairie, LA 70002 United States ","-90.1590081","30.0019585","3420 veterans memorial blvd, metairie, la 70002, usa"
" 3450 Highway 190 Suite 8 Mandeville, LA 70471 United States ","-90.0858347","30.3904992","3450 us-190, mandeville, la 70471, usa"
" 1380 E 70th St Shreveport, LA 71105 United States ","-93.7269284","32.4442296","1380 e 70th st, shreveport, la 71105, usa"
" 7529 Corporate Blvd Baton Rouge, LA 70809 United States ","-91.1111801","30.4322533","7529 corporate blvd, baton rouge, la 70809, usa"
